TAZ_O,TAZ_D,volume
17031031501,17031839700,0
17031031501,17031839800,0
17031031501,17031839900,1
17031031501,17031840000,0
17031031501,17031840100,0
17031031501,17031840200,1
17031031501,17031840300,1
17031031501,17031840400,0
17031031501,17031840700,3
17031031501,17031841000,11
17031031501,17031841100,8
17031031501,17031841200,1
17031031501,17031841300,3
17031031501,17031841900,37
17031031501,17031842000,6
17031031501,17031842200,40
17031031501,17031842300,41
17031031501,17031842600,1
17031031501,17031842900,5
17031031501,17031843100,2
17031031501,17031843200,5
17031031501,17031843300,1
17031031501,17031843700,16
17031031502,17031031400,96
17031031502,17031031501,20
17031031502,17031031700,77
17031031502,17031032100,123
17031031502,17031050100,40
17031031502,17031050500,12
17031031502,17031050600,22
17031031502,17031050700,5
17031031502,17031050800,12
17031031502,17031050900,0
17031031502,17031051000,1
17031031502,17031051100,7
17031031502,17031051200,6
17031031502,17031051300,4
17031031502,17031051400,13
17031031502,17031060100,14
17031031502,17031060200,35
17031031502,17031060300,16
17031031502,17031060400,88
17031031502,17031060500,13
17031031502,17031060800,80
17031031502,17031060900,204
17031031502,17031061000,187
17031031502,17031061100,149
17031031502,17031061200,42
17031031502,17031061500,16
17031031502,17031061800,28
17031031502,17031061901,70
17031031502,17031061902,53
17031031502,17031062000,165
17031031502,17031062100,477
17031031502,17031062200,74
17031031502,17031062300,33
17031031502,17031062400,12
17031031502,17031062500,41
17031031502,17031062600,12
17031031502,17031062700,38
17031031502,17031062800,42
17031031502,17031062900,50
17031031502,17031063000,186
17031031502,17031063100,86
17031031502,17031063200,83
17031031502,17031063301,49
17031031502,17031063302,59
17031031502,17031063303,63
17031031502,17031063400,173
17031031502,17031070101,90
17031031502,17031070102,53
17031031502,17031070103,15
17031031502,17031070200,58
17031031502,17031070300,129
17031031502,17031070400,31
17031031502,17031070500,16
17031031502,17031070600,48
17031031502,17031070700,23
17031031502,17031071000,38
17031031502,17031071100,53
17031031502,17031071200,58
17031031502,17031071300,11
17031031502,17031071400,69
17031031502,17031071500,173
17031031502,17031071600,0
17031031502,17031071700,1
17031031502,17031071800,18
17031031502,17031080100,41
17031031502,17031080201,13
17031031502,17031080202,36
17031031502,17031080300,129
17031031502,17031080400,13
17031031502,17031081000,52
17031031502,17031081100,39
17031031502,17031081201,162
17031031502,17031081202,58
17031031502,17031081300,120
17031031502,17031081401,179
17031031502,17031081402,142
17031031502,17031081403,180
17031031502,17031081500,344
17031031502,17031081600,107
17031031502,17031081700,302
17031031502,17031081800,127
17031031502,17031081900,6
17031031502,17031210100,23
17031031502,17031210900,20
17031031502,17031220300,5
17031031502,17031220400,32
17031031502,17031221200,3
17031031502,17031221300,20
17031031502,17031221400,17
17031031502,17031221500,27
17031031502,17031221600,11
17031031502,17031222200,5
17031031502,17031222500,3
17031031502,17031222600,3
17031031502,17031230100,1
17031031502,17031230900,4
17031031502,17031240200,4
17031031502,17031240300,24
17031031502,17031240500,40
17031031502,17031240600,7
17031031502,17031240700,1
17031031502,17031240800,0
17031031502,17031240900,7
17031031502,17031241000,0
17031031502,17031241100,9
17031031502,17031241200,7
17031031502,17031241300,0
17031031502,17031241400,90
17031031502,17031241500,60
17031031502,17031241600,48
17031031502,17031242000,31
17031031502,17031242100,23
17031031502,17031242200,24
17031031502,17031242300,13
17031031502,17031242400,15
17031031502,17031242500,6
17031031502,17031242600,11
17031031502,17031242700,0
17031031502,17031242800,2
17031031502,17031242900,1
17031031502,17031243000,5
17031031502,17031243100,17
17031031502,17031243200,9
17031031502,17031243300,14
17031031502,17031243400,7
17031031502,17031243500,48
17031031502,17031271200,0
17031031502,17031271300,0
17031031502,17031271800,0
17031031502,17031280100,80
17031031502,17031280400,1
17031031502,17031280800,1
17031031502,17031280900,0
17031031502,17031281900,150
17031031502,17031282700,0
17031031502,17031282800,1
17031031502,17031283100,4
17031031502,17031283200,1
17031031502,17031283800,0
17031031502,17031291600,0
17031031502,17031301200,0
17031031502,17031310200,11
17031031502,17031310300,3
17031031502,17031310400,3
17031031502,17031310500,0
17031031502,17031310600,20
17031031502,17031310700,0
17031031502,17031310800,2
17031031502,17031310900,3
17031031502,17031320100,420
17031031502,17031320400,152
17031031502,17031320600,77
17031031502,17031330100,167
17031031502,17031330200,6
17031031502,17031340300,0
17031031502,17031340400,0
17031031502,17031340500,7
17031031502,17031340600,2
17031031502,17031350100,6
17031031502,17031350400,2
17031031502,17031351000,13
17031031502,17031351100,0
17031031502,17031351400,0
17031031502,17031351500,0
17031031502,17031360200,1
17031031502,17031380500,0
17031031502,17031590700,1
17031031502,17031600400,0
17031031502,17031600600,0
17031031502,17031600700,0
17031031502,17031600900,3
17031031502,17031830700,144
17031031502,17031830900,102
17031031502,17031831000,15
17031031502,17031831900,47
17031031502,17031832000,123
17031031502,17031832100,82
17031031502,17031832200,11
17031031502,17031832300,24
17031031502,17031832400,46
17031031502,17031832500,69
17031031502,17031832600,74
17031031502,17031832900,6
17031031502,17031833000,368
17031031502,17031833100,61
17031031502,17031833300,6
17031031502,17031835500,0
17031031502,17031835900,2
17031031502,17031836500,0
17031031502,17031836600,7
17031031502,17031836700,8
17031031502,17031836800,1
17031031502,17031836900,0
17031031502,17031837000,5
17031031502,17031837100,0
17031031502,17031837300,0
17031031502,17031837400,0
17031031502,17031837800,6
17031031502,17031838000,2
17031031502,17031838100,27
17031031502,17031838200,50
17031031502,17031838300,39
17031031502,17031838600,0
17031031502,17031839000,39
17031031502,17031839100,514
17031031502,17031839200,2
17031031502,17031839500,2
17031031502,17031839600,0
17031031502,17031839700,3
17031031502,17031839800,0
17031031502,17031839900,0
17031031502,17031840000,0
17031031502,17031840100,1
17031031502,17031840200,0
17031031502,17031840300,0
17031031502,17031840400,2
17031031502,17031840700,1
17031031502,17031841000,26
17031031502,17031841100,16
17031031502,17031841200,2
17031031502,17031841300,3
17031031502,17031841900,48
17031031502,17031842000,6
17031031502,17031842200,95
17031031502,17031842300,61
17031031502,17031842600,1
17031031502,17031842900,3
17031031502,17031843100,16
17031031502,17031843200,10
17031031502,17031843300,5
17031031502,17031843700,35
17031031700,17031031400,343
17031031700,17031031501,23
17031031700,17031031502,54
17031031700,17031032100,337
17031031700,17031050100,65
17031031700,17031050500,32
17031031700,17031050600,63
17031031700,17031050700,11
17031031700,17031050800,16
17031031700,17031050900,6
17031031700,17031051000,11
17031031700,17031051100,23
17031031700,17031051200,14
17031031700,17031051300,10
17031031700,17031051400,27
17031031700,17031060100,25
17031031700,17031060200,44
17031031700,17031060300,55
17031031700,17031060400,142
17031031700,17031060500,32
17031031700,17031060800,135
17031031700,17031060900,233
17031031700,17031061000,247
17031031700,17031061100,201
17031031700,17031061200,76
17031031700,17031061500,45
17031031700,17031061800,43
17031031700,17031061901,111
17031031700,17031061902,95
17031031700,17031062000,173
17031031700,17031062100,490
17031031700,17031062200,103
17031031700,17031062300,22
17031031700,17031062400,30
17031031700,17031062500,79
17031031700,17031062600,70
17031031700,17031062700,42
17031031700,17031062800,63
17031031700,17031062900,98
17031031700,17031063000,220
17031031700,17031063100,71
17031031700,17031063200,168
17031031700,17031063301,47
17031031700,17031063302,67
17031031700,17031063303,42
17031031700,17031063400,111
17031031700,17031070101,75
17031031700,17031070102,70
17031031700,17031070103,20
17031031700,17031070200,75
17031031700,17031070300,115
17031031700,17031070400,77
17031031700,17031070500,23
17031031700,17031070600,31
17031031700,17031070700,29
17031031700,17031071000,49
17031031700,17031071100,81
17031031700,17031071200,44
17031031700,17031071300,24
17031031700,17031071400,109
17031031700,17031071500,254
17031031700,17031071600,2
17031031700,17031071700,5
17031031700,17031071800,26
17031031700,17031080100,45
17031031700,17031080201,19
17031031700,17031080202,100
17031031700,17031080300,161
17031031700,17031080400,15
17031031700,17031081000,72
17031031700,17031081100,92
17031031700,17031081201,341
17031031700,17031081202,57
17031031700,17031081300,153
17031031700,17031081401,288
17031031700,17031081402,170
17031031700,17031081403,208
17031031700,17031081500,314
17031031700,17031081600,147
17031031700,17031081700,374
17031031700,17031081800,305
17031031700,17031081900,1
17031031700,17031210100,57
17031031700,17031210900,53
17031031700,17031220300,15
17031031700,17031220400,51
17031031700,17031221200,9
17031031700,17031221300,71
17031031700,17031221400,44
17031031700,17031221500,34
17031031700,17031221600,14
17031031700,17031222200,16
17031031700,17031222500,4
17031031700,17031222600,5
17031031700,17031230100,0
17031031700,17031230900,12
17031031700,17031240200,14
17031031700,17031240300,33
17031031700,17031240500,48
17031031700,17031240600,8
17031031700,17031240700,2
17031031700,17031240800,3
17031031700,17031240900,19
17031031700,17031241000,4
17031031700,17031241100,32
17031031700,17031241200,10
17031031700,17031241300,12
17031031700,17031241400,129
17031031700,17031241500,100
17031031700,17031241600,35
17031031700,17031242000,29
17031031700,17031242100,95
17031031700,17031242200,31
17031031700,17031242300,21
17031031700,17031242400,29
17031031700,17031242500,11
17031031700,17031242600,26
17031031700,17031242700,1
17031031700,17031242800,3
17031031700,17031242900,8
17031031700,17031243000,4
17031031700,17031243100,23
17031031700,17031243200,27
17031031700,17031243300,19
17031031700,17031243400,23
17031031700,17031243500,69
17031031700,17031271200,1
17031031700,17031271300,0
17031031700,17031271800,0
17031031700,17031280100,206
17031031700,17031280400,6
17031031700,17031280800,0
17031031700,17031280900,0
17031031700,17031281900,228
17031031700,17031282700,7
17031031700,17031282800,2
17031031700,17031283100,3
17031031700,17031283200,3
17031031700,17031283800,2
17031031700,17031291600,0
17031031700,17031301200,0
17031031700,17031310200,13
17031031700,17031310300,15
17031031700,17031310400,3
17031031700,17031310500,2
17031031700,17031310600,31
17031031700,17031310700,1
17031031700,17031310800,5
17031031700,17031310900,12
17031031700,17031320100,551
17031031700,17031320400,184
17031031700,17031320600,68
17031031700,17031330100,231
17031031700,17031330200,2
17031031700,17031340300,0
17031031700,17031340400,0
17031031700,17031340500,12
17031031700,17031340600,5
17031031700,17031350100,2
17031031700,17031350400,1
17031031700,17031351000,10
17031031700,17031351100,0
17031031700,17031351400,1
17031031700,17031351500,0
17031031700,17031360200,2
17031031700,17031380500,0
17031031700,17031590700,1
17031031700,17031600400,1
17031031700,17031600600,0
17031031700,17031600700,1
17031031700,17031600900,1
17031031700,17031830700,178
17031031700,17031830900,77
17031031700,17031831000,30
17031031700,17031831900,166
17031031700,17031832000,224
17031031700,17031832100,118
17031031700,17031832200,34
17031031700,17031832300,42
17031031700,17031832400,23
17031031700,17031832500,104
17031031700,17031832600,165
17031031700,17031832900,3
17031031700,17031833000,459
17031031700,17031833100,122
17031031700,17031833300,12
17031031700,17031835500,0
17031031700,17031835900,9
17031031700,17031836500,2
17031031700,17031836600,5
17031031700,17031836700,6
17031031700,17031836800,8
17031031700,17031836900,1
17031031700,17031837000,1
17031031700,17031837100,3
17031031700,17031837300,0
17031031700,17031837400,1
17031031700,17031837800,32
17031031700,17031838000,1
17031031700,17031838100,47
17031031700,17031838200,53
17031031700,17031838300,22
17031031700,17031838600,0
17031031700,17031839000,94
17031031700,17031839100,579
17031031700,17031839200,1
17031031700,17031839500,1
17031031700,17031839600,0
17031031700,17031839700,6
17031031700,17031839800,0
17031031700,17031839900,3
17031031700,17031840000,0
17031031700,17031840100,0
17031031700,17031840200,1
17031031700,17031840300,0
17031031700,17031840400,1
17031031700,17031840700,4
17031031700,17031841000,59
17031031700,17031841100,28
17031031700,17031841200,2
17031031700,17031841300,4
17031031700,17031841900,68
17031031700,17031842000,3
17031031700,17031842200,157
17031031700,17031842300,100
17031031700,17031842600,3
17031031700,17031842900,6
17031031700,17031843100,5
17031031700,17031843200,8
17031031700,17031843300,14
17031031700,17031843700,77
17031032100,17031031400,524
17031032100,17031031501,123
17031032100,17031031502,131
17031032100,17031031700,371
17031032100,17031050100,133
17031032100,17031050500,81
17031032100,17031050600,95
17031032100,17031050700,13
17031032100,17031050800,29
17031032100,17031050900,5
17031032100,17031051000,12
17031032100,17031051100,21
17031032100,17031051200,16
17031032100,17031051300,16
17031032100,17031051400,40
17031032100,17031060100,89
17031032100,17031060200,93
17031032100,17031060300,54
17031032100,17031060400,241
17031032100,17031060500,63
17031032100,17031060800,176
17031032100,17031060900,468
17031032100,17031061000,347
17031032100,17031061100,278
17031032100,17031061200,100
17031032100,17031061500,102
17031032100,17031061800,74
17031032100,17031061901,229
17031032100,17031061902,179
17031032100,17031062000,482
17031032100,17031062100,1166
17031032100,17031062200,201
17031032100,17031062300,52
17031032100,17031062400,74
17031032100,17031062500,216
17031032100,17031062600,62
17031032100,17031062700,149
17031032100,17031062800,160
17031032100,17031062900,244
17031032100,17031063000,440
17031032100,17031063100,244
17031032100,17031063200,291
17031032100,17031063301,127
17031032100,17031063302,252
17031032100,17031063303,47
17031032100,17031063400,342
17031032100,17031070101,230
17031032100,17031070102,155
17031032100,17031070103,56
17031032100,17031070200,258
17031032100,17031070300,259
17031032100,17031070400,96
17031032100,17031070500,53
17031032100,17031070600,59
17031032100,17031070700,127
17031032100,17031071000,92
17031032100,17031071100,181
17031032100,17031071200,194
17031032100,17031071300,70
17031032100,17031071400,269
17031032100,17031071500,537
17031032100,17031071600,12
17031032100,17031071700,12
17031032100,17031071800,43
17031032100,17031080100,119
17031032100,17031080201,55
17031032100,17031080202,149
17031032100,17031080300,360
17031032100,17031080400,38
17031032100,17031081000,207
17031032100,17031081100,219
17031032100,17031081201,521
17031032100,17031081202,187
17031032100,17031081300,331
17031032100,17031081401,623
17031032100,17031081402,259
17031032100,17031081403,551
17031032100,17031081500,732
17031032100,17031081600,336
17031032100,17031081700,1000
17031032100,17031081800,484
17031032100,17031081900,6
17031032100,17031210100,105
17031032100,17031210900,151
17031032100,17031220300,17
17031032100,17031220400,52
17031032100,17031221200,25
17031032100,17031221300,77
17031032100,17031221400,71
17031032100,17031221500,70
17031032100,17031221600,44
17031032100,17031222200,25
17031032100,17031222500,11
17031032100,17031222600,12
17031032100,17031230100,4
17031032100,17031230900,15
17031032100,17031240200,23
17031032100,17031240300,82
17031032100,17031240500,110
17031032100,17031240600,12
17031032100,17031240700,5
17031032100,17031240800,6
17031032100,17031240900,22
17031032100,17031241000,3
17031032100,17031241100,36
17031032100,17031241200,18
17031032100,17031241300,15
17031032100,17031241400,281
17031032100,17031241500,147
17031032100,17031241600,79
17031032100,17031242000,58
17031032100,17031242100,121
17031032100,17031242200,58
17031032100,17031242300,51
17031032100,17031242400,39
17031032100,17031242500,30
17031032100,17031242600,41
17031032100,17031242700,3
17031032100,17031242800,12
17031032100,17031242900,7
17031032100,17031243000,14
17031032100,17031243100,19
17031032100,17031243200,45
17031032100,17031243300,40
17031032100,17031243400,25
17031032100,17031243500,263
17031032100,17031271200,1
17031032100,17031271300,0
17031032100,17031271800,0
17031032100,17031280100,306
17031032100,17031280400,7
17031032100,17031280800,1
17031032100,17031280900,2
17031032100,17031281900,530
17031032100,17031282700,5
17031032100,17031282800,6
17031032100,17031283100,11
17031032100,17031283200,4
17031032100,17031283800,10
17031032100,17031291600,0
17031032100,17031301200,4
17031032100,17031310200,21
17031032100,17031310300,7
17031032100,17031310400,1
17031032100,17031310500,7
17031032100,17031310600,70
17031032100,17031310700,3
17031032100,17031310800,11
17031032100,17031310900,26
17031032100,17031320100,893
17031032100,17031320400,493
17031032100,17031320600,160
17031032100,17031330100,472
17031032100,17031330200,17
17031032100,17031340300,0
17031032100,17031340400,0
17031032100,17031340500,21
17031032100,17031340600,6
17031032100,17031350100,11
17031032100,17031350400,1
17031032100,17031351000,44
17031032100,17031351100,0
17031032100,17031351400,1
17031032100,17031351500,0
17031032100,17031360200,5
17031032100,17031380500,0
17031032100,17031590700,3
17031032100,17031600400,1
17031032100,17031600600,2
17031032100,17031600700,2
17031032100,17031600900,2
17031032100,17031830700,516
17031032100,17031830900,219
17031032100,17031831000,46
17031032100,17031831900,253
17031032100,17031832000,363
17031032100,17031832100,138
17031032100,17031832200,58
17031032100,17031832300,108
17031032100,17031832400,44
17031032100,17031832500,271
17031032100,17031832600,292
17031032100,17031832900,12
17031032100,17031833000,848
17031032100,17031833100,234
17031032100,17031833300,20
17031032100,17031835500,1
17031032100,17031835900,2
17031032100,17031836500,1
17031032100,17031836600,8
17031032100,17031836700,15
17031032100,17031836800,9
17031032100,17031836900,0
17031032100,17031837000,1
17031032100,17031837100,3
17031032100,17031837300,0
17031032100,17031837400,2
17031032100,17031837800,56
17031032100,17031838000,4
17031032100,17031838100,88
17031032100,17031838200,153
17031032100,17031838300,68
17031032100,17031838600,0
17031032100,17031839000,149
17031032100,17031839100,1517
17031032100,17031839200,8
17031032100,17031839500,1
17031032100,17031839600,1
17031032100,17031839700,27
17031032100,17031839800,3
17031032100,17031839900,5
17031032100,17031840000,2
17031032100,17031840100,8
17031032100,17031840200,2
17031032100,17031840300,0
17031032100,17031840400,3
17031032100,17031840700,2
17031032100,17031841000,56
17031032100,17031841100,47
17031032100,17031841200,12
17031032100,17031841300,6
17031032100,17031841900,126
17031032100,17031842000,3
17031032100,17031842200,288
17031032100,17031842300,234
17031032100,17031842600,11
17031032100,17031842900,84
17031032100,17031843100,27
17031032100,17031843200,35
17031032100,17031843300,10
17031032100,17031843700,98
17031050100,17031031400,106
17031050100,17031031501,8
17031050100,17031031502,30
17031050100,17031031700,67
17031050100,17031032100,101
17031050100,17031050500,27
17031050100,17031050600,21
17031050100,17031050700,9
